--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Starting time:	16711.0.0 08:41:57
Customer ID:	50
User ID:	501
Controller ID:	10001
Service ID:	1
Service Mapping ID Addr:	167774732
Service Mapping ID Port:	8177
Caller Mapping ID Addr:	167774731
Caller Mapping ID Port:	48585
Secondary Service Mapping ID Addr:	167774732
Secondary Service Mapping ID Port:	8177
Measurement ID:	0
Measurement start time:	1443861723.866630

Description:	test measurement

Meas. time [s]	 Timestamp [s]	 Ctrl pk num	True Avg.Per. [ms]	Tot. Pcap Drops If [pkts]	Tot. Pcap Drops Pcap [pkts]	Latitude	Longitude	Altitude	UL Pkt loss	UL Total Pkt loss	UL Load [kb/s]	UL Load [pkts/s]	UL Total pkts	UL Avg.Pkt.Size [B]	UL Delay samples	UL delay [ms]	UL jitter (MA) [ms]	UL jitter (abs.) [ms]	UL GQoSM	UL PSQA	UL Conn. break dur. [s]	UL Conn. break length [pkts]	UL Conn. break count	UL Max Conn break [s]	UL Duplicates	UL Sent not found	UL Protocol	 *** DL Pkt loss	DL Total Pkt loss	DL Load [kb/s]	DL Load [pkts/s]	DL Total pkts	DL Avg.Pkt.Size [B]	DL Delay samples	DL delay [ms]	DL jitter (MA) [ms]	DL jitter (abs.) [ms]	DL GQoSM	DL PSQA	DL Conn. break dur. [s]	DL Conn. break length [pkts]	DL Conn. break count	DL Max Conn break [s]	DL Duplicates	DL Sent not found	DL Protocol	
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------****-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1.000000	1443861724.825464	1	1000.000000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.000000	0	0	N/A	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	0.000000	0	0	N/A	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	255	
2.000000	1443861725.825675	2	1000.000000	0	0	N/A	N/A	N/A	N/A	N/A	53.044221	87	87	76	87	0.012000	0.001000	0.001000	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	6	N/A	N/A	977.553636	86	86	1421	85	9.397000	1.276000	1.435000	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	
3.000000	1443861726.825999	3	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	71.329386	119	206	74	119	0.012000	0.000000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.093326	0.093326	1586.352123	131	217	1514	131	3.899000	0.699000	0.866000	N/A	N/A	0.002022	1000	7	0.002049	1	0	N/A	
4.000000	1443861727.826366	4	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	68.527787	120	326	71	120	0.017000	0.008000	0.006000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.144505	0.129032	1453.138829	120	337	1514	120	3.412000	0.504000	0.795000	N/A	N/A	0.021225	1263	20	0.189838	1	0	N/A	
5.001000	1443861728.826647	5	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	117.435224	201	527	73	128	0.015000	0.001000	0.004000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.178076	0.147206	2700.430311	223	560	1514	142	4.598000	0.727000	1.019000	N/A	N/A	0.018876	1083	24	0.201373	1	0	N/A	
6.001000	1443861729.827039	6	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	76.337474	134	661	71	119	0.015000	0.002000	0.005000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.125477	0.138661	1671.193579	138	698	1514	132	4.267000	0.723000	0.966000	N/A	N/A	0.043726	1031	31	0.202992	1	0	N/A	
7.001000	1443861730.826824	7	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	25.627918	46	707	69	100	0.014000	0.004000	0.005000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.142857	0.139073	581.270791	48	746	1514	100	4.224000	0.734000	0.664000	N/A	N/A	0.002217	1000	10	0.004028	1	0	N/A	
8.001000	1443861731.827024	8	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	57.301553	100	807	71	34	0.016000	0.002000	0.003000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.148137	0.140263	1332.132939	110	856	1514	35	4.809000	1.096000	1.123000	N/A	N/A	0.058770	1071	15	0.603535	1	0	N/A	
9.001000	1443861732.827203	9	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	25.243385	42	849	75	100	0.013000	0.007000	0.002000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.097552	0.136402	508.606220	42	898	1514	110	4.541000	0.825000	1.050000	N/A	N/A	0.102217	1125	7	0.603795	1	0	N/A	
