15, 1.5, 8000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11842105263157894, 0.2236842105263158, 0.32894736842105265, 0.14473684210526316, 0.14473684210526316, 0.02631578947368421, 0.0, 0.013157894736842105, 0.0
10, 1.25, 8000, 0.0, 0.0, 0.07142857142857142, 0.7619047619047619, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10, 1, 6000, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
12.5, 1.25, 15000, 0.0, 0.0, 0.0, 0.0, 0.525, 0.4625, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5, 1.5, 8000, 0.0, 0.6585365853658537, 0.2926829268292683, 0.036585365853658534, 0.012195121951219513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5, 1.25, 6000, 0.0, 0.6753246753246753, 0.3246753246753247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
12.5, 1.25, 10000, 0.0, 0.0, 0.0, 0.0, 0.25675675675675674, 0.6351351351351351, 0.10810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15, 1, 10000, 0.0, 0.0, 0.0, 0.4943820224719101, 0.5056179775280899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.5, 1, 15000, 0.18181818181818182, 0.8068181818181818, 0.011363636363636364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0, 1.5, 8000, 0.23529411764705882, 0.7647058823529411, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
