--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Starting time:	16711.0.0 15:59:57
Customer ID:	50
User ID:	501
Controller ID:	10001
Service ID:	1
Service Mapping ID Addr:	167774732
Service Mapping ID Port:	8177
Caller Mapping ID Addr:	167774731
Caller Mapping ID Port:	53094
Secondary Service Mapping ID Addr:	167774732
Secondary Service Mapping ID Port:	8177
Measurement ID:	2
Measurement start time:	1443888004.050661

Description:	test measurement

Meas. time [s]	 Timestamp [s]	 Ctrl pk num	True Avg.Per. [ms]	Tot. Pcap Drops If [pkts]	Tot. Pcap Drops Pcap [pkts]	Latitude	Longitude	Altitude	UL Pkt loss	UL Total Pkt loss	UL Load [kb/s]	UL Load [pkts/s]	UL Total pkts	UL Avg.Pkt.Size [B]	UL Delay samples	UL delay [ms]	UL jitter (MA) [ms]	UL jitter (abs.) [ms]	UL GQoSM	UL PSQA	UL Conn. break dur. [s]	UL Conn. break length [pkts]	UL Conn. break count	UL Max Conn break [s]	UL Duplicates	UL Sent not found	UL Protocol	 *** DL Pkt loss	DL Total Pkt loss	DL Load [kb/s]	DL Load [pkts/s]	DL Total pkts	DL Avg.Pkt.Size [B]	DL Delay samples	DL delay [ms]	DL jitter (MA) [ms]	DL jitter (abs.) [ms]	DL GQoSM	DL PSQA	DL Conn. break dur. [s]	DL Conn. break length [pkts]	DL Conn. break count	DL Max Conn break [s]	DL Duplicates	DL Sent not found	DL Protocol	
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------****-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1.000000	1443888005.016103	1	1000.000000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.000000	0	0	N/A	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	0.000000	0	0	N/A	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	255	
2.000000	1443888006.016336	2	1000.000000	0	0	N/A	N/A	N/A	N/A	N/A	50.500504	80	80	78	80	0.012000	0.000000	0.001000	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	6	N/A	N/A	881.847591	78	78	1413	77	9.992000	1.261000	1.257000	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	
3.000000	1443888007.016661	3	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	72.289193	125	205	72	125	0.013000	0.000000	0.001000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.135121	0.135121	1513.718070	125	203	1514	125	4.445000	0.966000	0.972000	N/A	N/A	0.001837	1000	10	0.002036	1	0	N/A	
4.000000	1443888008.017045	4	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	38.854640	67	272	72	67	0.012000	0.001000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.173650	0.161824	811.319315	67	270	1514	67	3.795000	0.733000	0.600000	N/A	N/A	0.026954	1125	25	0.203622	1	0	N/A	
5.001000	1443888009.017083	5	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	29.306925	46	318	79	46	0.012000	0.000000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.141011	0.156728	557.039094	46	316	1514	46	2.674000	0.763000	0.649000	N/A	N/A	0.099727	1100	10	0.610041	1	0	N/A	
6.001000	1443888010.017283	6	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	31.704154	54	372	73	54	0.012000	0.000000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.163625	0.157750	653.889584	54	370	1514	54	3.222000	0.752000	0.765000	N/A	N/A	0.086356	1111	9	0.609569	1	0	N/A	
7.001000	1443888011.017543	7	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	63.200781	111	483	71	111	0.012000	0.000000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.181814	0.161351	1392.559587	115	485	1514	115	4.242000	0.737000	0.779000	N/A	N/A	0.046328	1222	9	0.197633	1	0	N/A	
8.001000	1443888012.017836	8	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	33.977783	60	543	70	60	0.012000	0.000000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.154408	0.159719	799.233985	66	551	1514	66	4.786000	1.168000	1.132000	N/A	N/A	0.047775	1166	18	0.589784	1	0	N/A	
9.001000	1443888013.017971	9	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	17.276528	30	573	72	30	0.012000	0.000000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.142857	0.157720	363.277078	30	581	1514	30	3.130000	0.711000	0.676000	N/A	N/A	0.091550	1222	9	0.605876	1	0	N/A	
10.002000	1443888014.018120	10	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	68.288217	121	694	70	121	0.012000	0.000000	0.001000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.157888	0.157735	1550.035096	128	709	1514	128	4.244000	1.066000	0.682000	N/A	N/A	0.357247	1250	3	1.422904	1	0	N/A	
11.002000	1443888015.018565	11	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	23.482467	40	734	73	40	0.014000	0.002000	0.003000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.154759	0.157140	484.374523	40	749	1514	40	3.000000	0.957000	0.924000	N/A	N/A	0.031793	1136	23	0.609448	1	0	N/A	
12.002000	1443888016.018587	12	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	74.239326	131	865	70	131	0.012000	0.000000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.249992	0.161763	1683.248390	139	888	1514	139	3.984000	0.888000	0.823000	N/A	N/A	0.091749	1111	9	0.607568	1	0	N/A	
