segment_length;buffer_size;lr;mlbs;bandwidth;mean(buffer_underrruns)
0,2;1;0,75;0,6;0,633333333333333;0,0571428571428571
0,2;1;0,75;0,6;0,666666666666667;0,0285714285714286
0,2;1;0,75;0,6;1;0
0,2;1;0,75;1;0,466666666666667;0,4
0,2;1;0,75;1;0,533333333333333;0,171428571428571
0,2;1;0,75;1;0,566666666666667;0,0571428571428571
0,2;1;0,75;1;0,6;0,0571428571428571
0,2;1;0,75;1;0,633333333333333;0
0,2;1;0,75;1;0,666666666666667;0
0,2;1;0,75;1;1;0
0,2;1;1;0,6;0,466666666666667;1
0,2;1;1;0,6;0,533333333333333;1
0,2;1;1;0,6;0,566666666666667;0,96875
0,2;1;1;0,6;0,6;1
0,2;1;1;0,6;0,633333333333333;1
0,2;1;1;0,6;0,666666666666667;1
0,2;1;1;0,6;1;1
0,2;1;1;1;0,466666666666667;0,9375
0,2;1;1;1;0,533333333333333;0,5
0,2;1;1;1;0,566666666666667;0,3125
0,2;1;1;1;0,6;0,0625
0,2;1;1;1;0,633333333333333;0,125
0,2;1;1;1;0,666666666666667;0,0625
0,2;1;1;1;1;0
0,6;0,25;0;0,1;0,466666666666667;0,0625
0,6;0,25;0;0,1;0,533333333333333;0,0625
0,6;0,25;0;0,1;0,566666666666667;0,0625
0,6;0,25;0;0,1;0,6;0
0,6;0,25;0;0,1;0,633333333333333;0
0,6;0,25;0;0,1;0,666666666666667;0
0,6;0,25;0;0,1;1;0
0,6;0,25;0;0,6;0,466666666666667;0,0625
0,6;0,25;0;0,6;0,533333333333333;0,0625
0,6;0,25;0;0,6;0,566666666666667;0,0625
0,6;0,25;0;0,6;0,6;0
0,6;0,25;0;0,6;0,633333333333333;0
0,6;0,25;0;0,6;0,666666666666667;0
0,6;0,25;0;0,6;1;0
0,6;0,25;0;1;0,466666666666667;0,0625
0,6;0,25;0;1;0,533333333333333;0,0625
0,6;0,25;0;1;0,566666666666667;0,0625
0,6;0,25;0;1;0,6;0
0,6;0,25;0;1;0,633333333333333;0
0,6;0,25;0;1;0,666666666666667;0
0,6;0,25;0;1;1;0
0,6;0,25;0,015625;0,1;0,466666666666667;0,0625
0,6;0,25;0,015625;0,1;0,533333333333333;0,0625
0,6;0,25;0,015625;0,1;0,566666666666667;0,0625
0,6;0,25;0,015625;0,1;0,6;0
0,6;0,25;0,015625;0,1;0,633333333333333;0
0,6;0,25;0,015625;0,1;0,666666666666667;0
0,6;0,25;0,015625;0,1;1;0
0,6;0,25;0,015625;0,6;0,466666666666667;0,0625
0,6;0,25;0,015625;0,6;0,533333333333333;0,0625
0,6;0,25;0,015625;0,6;0,566666666666667;0,0625
0,6;0,25;0,015625;0,6;0,6;0
0,6;0,25;0,015625;0,6;0,633333333333333;0
0,6;0,25;0,015625;0,6;0,666666666666667;0
0,6;0,25;0,015625;0,6;1;0
0,6;0,25;0,015625;1;0,466666666666667;0,0625
0,6;0,25;0,015625;1;0,533333333333333;0,0625
0,6;0,25;0,015625;1;0,566666666666667;0,0625
0,6;0,25;0,015625;1;0,6;0
0,6;0,25;0,015625;1;0,633333333333333;0
0,6;0,25;0,015625;1;0,666666666666667;0
0,6;0,25;0,015625;1;1;0
0,6;0,25;0,03125;0,1;0,466666666666667;0,0625
0,6;0,25;0,03125;0,1;0,533333333333333;0,0625
0,6;0,25;0,03125;0,1;0,566666666666667;0,0625
0,6;0,25;0,03125;0,1;0,6;0
0,6;0,25;0,03125;0,1;0,633333333333333;0
0,6;0,25;0,03125;0,1;0,666666666666667;0
0,6;0,25;0,03125;0,1;1;0
0,6;0,25;0,03125;0,6;0,466666666666667;0,0625
0,6;0,25;0,03125;0,6;0,533333333333333;0,0625
0,6;0,25;0,03125;0,6;0,566666666666667;0,0625
0,6;0,25;0,03125;0,6;0,6;0
0,6;0,25;0,03125;0,6;0,633333333333333;0
0,6;0,25;0,03125;0,6;0,666666666666667;0
0,6;0,25;0,03125;0,6;1;0
0,6;0,25;0,03125;1;0,466666666666667;0,0625
0,6;0,25;0,03125;1;0,533333333333333;0,0625
0,6;0,25;0,03125;1;0,566666666666667;0,0625
0,6;0,25;0,03125;1;0,6;0
0,6;0,25;0,03125;1;0,633333333333333;0
0,6;0,25;0,03125;1;0,666666666666667;0
0,6;0,25;0,03125;1;1;0
0,6;0,25;0,0625;0,1;0,466666666666667;0,0625
0,6;0,25;0,0625;0,1;0,533333333333333;0,0625
0,6;0,25;0,0625;0,1;0,566666666666667;0,0625
0,6;0,25;0,0625;0,1;0,6;0
0,6;0,25;0,0625;0,1;0,633333333333333;0
0,6;0,25;0,0625;0,1;0,666666666666667;0
0,6;0,25;0,0625;0,1;1;0
0,6;0,25;0,0625;0,6;0,466666666666667;0,0625
0,6;0,25;0,0625;0,6;0,533333333333333;0,0625
0,6;0,25;0,0625;0,6;0,566666666666667;0,0625
0,6;0,25;0,0625;0,6;0,6;0
0,6;0,25;0,0625;0,6;0,633333333333333;0
0,6;0,25;0,0625;0,6;0,666666666666667;0
0,6;0,25;0,0625;0,6;1;0
0,6;0,25;0,0625;1;0,466666666666667;0,0625
0,6;0,25;0,0625;1;0,533333333333333;0,0625
0,6;0,25;0,0625;1;0,566666666666667;0,0625
0,6;0,25;0,0625;1;0,6;0
0,6;0,25;0,0625;1;0,633333333333333;0
0,6;0,25;0,0625;1;0,666666666666667;0
0,6;0,25;0,0625;1;1;0
0,6;0,25;0,125;0,1;0,466666666666667;0,0625
0,6;0,25;0,125;0,1;0,533333333333333;0,0625
0,6;0,25;0,125;0,1;0,566666666666667;0,0625
0,6;0,25;0,125;0,1;0,6;0
0,6;0,25;0,125;0,1;0,633333333333333;0
0,6;0,25;0,125;0,1;0,666666666666667;0
0,6;0,25;0,125;0,1;1;0
0,6;0,25;0,125;0,6;0,466666666666667;0,0625
0,6;0,25;0,125;0,6;0,533333333333333;0,0625
0,6;0,25;0,125;0,6;0,566666666666667;0,0625
0,6;0,25;0,125;0,6;0,6;0
0,6;0,25;0,125;0,6;0,633333333333333;0
0,6;0,25;0,125;0,6;0,666666666666667;0
0,6;0,25;0,125;0,6;1;0
0,6;0,25;0,125;1;0,466666666666667;0,0625
0,6;0,25;0,125;1;0,533333333333333;0,0625
0,6;0,25;0,125;1;0,566666666666667;0,0625
0,6;0,25;0,125;1;0,6;0
0,6;0,25;0,125;1;0,633333333333333;0
0,6;0,25;0,125;1;0,666666666666667;0
0,6;0,25;0,125;1;1;0
0,6;0,25;0,25;0,1;0,466666666666667;0,0625
0,6;0,25;0,25;0,1;0,533333333333333;0,0625
0,6;0,25;0,25;0,1;0,566666666666667;0,0625
0,6;0,25;0,25;0,1;0,6;0
0,6;0,25;0,25;0,1;0,633333333333333;0
0,6;0,25;0,25;0,1;0,666666666666667;0
0,6;0,25;0,25;0,1;1;0
0,6;0,25;0,25;0,6;0,466666666666667;0,0625
0,6;0,25;0,25;0,6;0,533333333333333;0,0625
0,6;0,25;0,25;0,6;0,566666666666667;0,0625
0,6;0,25;0,25;0,6;0,6;0
0,6;0,25;0,25;0,6;0,633333333333333;0
0,6;0,25;0,25;0,6;0,666666666666667;0
0,6;0,25;0,25;0,6;1;0
0,6;0,25;0,25;1;0,466666666666667;0,0625
0,6;0,25;0,25;1;0,533333333333333;0,0625
0,6;0,25;0,25;1;0,566666666666667;0,0625
0,6;0,25;0,25;1;0,6;0
0,6;0,25;0,25;1;0,633333333333333;0
0,6;0,25;0,25;1;0,666666666666667;0
0,6;0,25;0,25;1;1;0
0,6;0,25;0,5;0,1;0,466666666666667;0,6875
0,6;0,25;0,5;0,1;0,533333333333333;0,6875
0,6;0,25;0,5;0,1;0,566666666666667;0,625
0,6;0,25;0,5;0,1;0,6;0,5
0,6;0,25;0,5;0,1;0,633333333333333;0,5625
0,6;0,25;0,5;0,1;0,666666666666667;0,5
0,6;0,25;0,5;0,1;1;0,375
0,6;0,25;0,5;0,6;0,466666666666667;0,0625
0,6;0,25;0,5;0,6;0,533333333333333;0,0625
0,6;0,25;0,5;0,6;0,566666666666667;0,0625
0,6;0,25;0,5;0,6;0,6;0
0,6;0,25;0,5;0,6;0,633333333333333;0
0,6;0,25;0,5;0,6;0,666666666666667;0
0,6;0,25;0,5;0,6;1;0
0,6;0,25;0,5;1;0,466666666666667;0,0625
0,6;0,25;0,5;1;0,533333333333333;0,0625
0,6;0,25;0,5;1;0,566666666666667;0,0625
0,6;0,25;0,5;1;0,6;0
0,6;0,25;0,5;1;0,633333333333333;0
0,6;0,25;0,5;1;0,666666666666667;0
0,6;0,25;0,5;1;1;0
0,6;0,25;0,75;0,6;0,466666666666667;0,0625
0,6;0,25;0,75;0,6;0,533333333333333;0,0625
0,6;0,25;0,75;0,6;0,566666666666667;0,0625
0,6;0,25;0,75;0,6;0,6;0,0625
0,6;0,25;0,75;0,6;0,633333333333333;0
0,6;0,25;0,75;0,6;0,666666666666667;0
0,6;0,25;0,75;0,6;1;0
0,6;0,25;0,75;1;0,466666666666667;0,0625
0,6;0,25;0,75;1;0,533333333333333;0,0625
0,6;0,25;0,75;1;0,566666666666667;0,0625
0,6;0,25;0,75;1;0,6;0
0,6;0,25;0,75;1;0,633333333333333;0
0,6;0,25;0,75;1;0,666666666666667;0
0,6;0,25;0,75;1;1;0
0,6;0,25;1;0,6;0,466666666666667;0,9375
0,6;0,25;1;0,6;0,533333333333333;0,8125
0,6;0,25;1;0,6;0,566666666666667;0,75
0,6;0,25;1;0,6;0,6;0,8125
0,6;0,25;1;0,6;0,633333333333333;0,875
0,6;0,25;1;0,6;0,666666666666667;0,875
0,6;0,25;1;0,6;1;0,8125
0,6;0,25;1;1;0,466666666666667;0,125
0,6;0,25;1;1;0,533333333333333;0,0625
0,6;0,25;1;1;0,566666666666667;0,0625
0,6;0,25;1;1;0,6;0,0625
0,6;0,25;1;1;0,633333333333333;0,0625
0,6;0,25;1;1;0,666666666666667;0
0,6;0,25;1;1;1;0
0,6;0,75;0;0,1;0,466666666666667;0,0625
0,6;0,75;0;0,1;0,533333333333333;0
0,6;0,75;0;0,1;0,566666666666667;0
0,6;0,75;0;0,1;0,6;0
0,6;0,75;0;0,1;0,633333333333333;0
0,6;0,75;0;0,1;0,666666666666667;0
0,6;0,75;0;0,1;1;0
0,6;0,75;0;0,6;0,466666666666667;0,0625
0,6;0,75;0;0,6;0,533333333333333;0
0,6;0,75;0;0,6;0,566666666666667;0
0,6;0,75;0;0,6;0,6;0
0,6;0,75;0;0,6;0,633333333333333;0
0,6;0,75;0;0,6;0,666666666666667;0
0,6;0,75;0;0,6;1;0
0,6;0,75;0;1;0,466666666666667;0,0625
0,6;0,75;0;1;0,533333333333333;0
0,6;0,75;0;1;0,566666666666667;0
0,6;0,75;0;1;0,6;0
0,6;0,75;0;1;0,633333333333333;0
0,6;0,75;0;1;0,666666666666667;0
0,6;0,75;0;1;1;0
0,6;0,75;0,015625;0,1;0,466666666666667;0,0625
0,6;0,75;0,015625;0,1;0,533333333333333;0
0,6;0,75;0,015625;0,1;0,566666666666667;0
0,6;0,75;0,015625;0,1;0,6;0
0,6;0,75;0,015625;0,1;0,633333333333333;0
0,6;0,75;0,015625;0,1;0,666666666666667;0
0,6;0,75;0,015625;0,1;1;0
0,6;0,75;0,015625;0,6;0,466666666666667;0,0625
0,6;0,75;0,015625;0,6;0,533333333333333;0
0,6;0,75;0,015625;0,6;0,566666666666667;0
0,6;0,75;0,015625;0,6;0,6;0
0,6;0,75;0,015625;0,6;0,633333333333333;0
0,6;0,75;0,015625;0,6;0,666666666666667;0
0,6;0,75;0,015625;0,6;1;0
0,6;0,75;0,015625;1;0,466666666666667;0,0625
0,6;0,75;0,015625;1;0,533333333333333;0
0,6;0,75;0,015625;1;0,566666666666667;0
0,6;0,75;0,015625;1;0,6;0
0,6;0,75;0,015625;1;0,633333333333333;0
0,6;0,75;0,015625;1;0,666666666666667;0
0,6;0,75;0,015625;1;1;0
0,6;0,75;0,03125;0,1;0,466666666666667;0,0625
0,6;0,75;0,03125;0,1;0,533333333333333;0
0,6;0,75;0,03125;0,1;0,566666666666667;0
0,6;0,75;0,03125;0,1;0,6;0
0,6;0,75;0,03125;0,1;0,633333333333333;0
0,6;0,75;0,03125;0,1;0,666666666666667;0
0,6;0,75;0,03125;0,1;1;0
0,6;0,75;0,03125;0,6;0,466666666666667;0,0625
0,6;0,75;0,03125;0,6;0,533333333333333;0
0,6;0,75;0,03125;0,6;0,566666666666667;0
0,6;0,75;0,03125;0,6;0,6;0
0,6;0,75;0,03125;0,6;0,633333333333333;0
0,6;0,75;0,03125;0,6;0,666666666666667;0
0,6;0,75;0,03125;0,6;1;0
0,6;0,75;0,03125;1;0,466666666666667;0,0625
0,6;0,75;0,03125;1;0,533333333333333;0
0,6;0,75;0,03125;1;0,566666666666667;0
0,6;0,75;0,03125;1;0,6;0
0,6;0,75;0,03125;1;0,633333333333333;0
0,6;0,75;0,03125;1;0,666666666666667;0
0,6;0,75;0,03125;1;1;0
0,6;0,75;0,0625;0,1;0,466666666666667;0,0625
0,6;0,75;0,0625;0,1;0,533333333333333;0
0,6;0,75;0,0625;0,1;0,566666666666667;0
0,6;0,75;0,0625;0,1;0,6;0
0,6;0,75;0,0625;0,1;0,633333333333333;0
0,6;0,75;0,0625;0,1;0,666666666666667;0
0,6;0,75;0,0625;0,1;1;0
0,6;0,75;0,0625;0,6;0,466666666666667;0,0625
0,6;0,75;0,0625;0,6;0,533333333333333;0
0,6;0,75;0,0625;0,6;0,566666666666667;0
0,6;0,75;0,0625;0,6;0,6;0
0,6;0,75;0,0625;0,6;0,633333333333333;0
0,6;0,75;0,0625;0,6;0,666666666666667;0
0,6;0,75;0,0625;0,6;1;0
0,6;0,75;0,0625;1;0,466666666666667;0,0625
0,6;0,75;0,0625;1;0,533333333333333;0
0,6;0,75;0,0625;1;0,566666666666667;0
0,6;0,75;0,0625;1;0,6;0
0,6;0,75;0,0625;1;0,633333333333333;0
0,6;0,75;0,0625;1;0,666666666666667;0
0,6;0,75;0,0625;1;1;0
0,6;0,75;0,125;0,1;0,466666666666667;0,0625
0,6;0,75;0,125;0,1;0,533333333333333;0
0,6;0,75;0,125;0,1;0,566666666666667;0
0,6;0,75;0,125;0,1;0,6;0
0,6;0,75;0,125;0,1;0,633333333333333;0
0,6;0,75;0,125;0,1;0,666666666666667;0
0,6;0,75;0,125;0,1;1;0
0,6;0,75;0,125;0,6;0,466666666666667;0,0625
0,6;0,75;0,125;0,6;0,533333333333333;0
0,6;0,75;0,125;0,6;0,566666666666667;0
0,6;0,75;0,125;0,6;0,6;0
0,6;0,75;0,125;0,6;0,633333333333333;0
0,6;0,75;0,125;0,6;0,666666666666667;0
0,6;0,75;0,125;0,6;1;0
0,6;0,75;0,125;1;0,466666666666667;0,0625
0,6;0,75;0,125;1;0,533333333333333;0
0,6;0,75;0,125;1;0,566666666666667;0
0,6;0,75;0,125;1;0,6;0
0,6;0,75;0,125;1;0,633333333333333;0
0,6;0,75;0,125;1;0,666666666666667;0
0,6;0,75;0,125;1;1;0
0,6;0,75;0,25;0,1;0,466666666666667;0,0625
0,6;0,75;0,25;0,1;0,533333333333333;0
0,6;0,75;0,25;0,1;0,566666666666667;0
0,6;0,75;0,25;0,1;0,6;0
0,6;0,75;0,25;0,1;0,633333333333333;0
0,6;0,75;0,25;0,1;0,666666666666667;0
0,6;0,75;0,25;0,1;1;0
0,6;0,75;0,25;0,6;0,466666666666667;0,0625
0,6;0,75;0,25;0,6;0,533333333333333;0
0,6;0,75;0,25;0,6;0,566666666666667;0
0,6;0,75;0,25;0,6;0,6;0
0,6;0,75;0,25;0,6;0,633333333333333;0
0,6;0,75;0,25;0,6;0,666666666666667;0
0,6;0,75;0,25;0,6;1;0
0,6;0,75;0,25;1;0,466666666666667;0,0625
0,6;0,75;0,25;1;0,533333333333333;0
0,6;0,75;0,25;1;0,566666666666667;0
0,6;0,75;0,25;1;0,6;0
0,6;0,75;0,25;1;0,633333333333333;0
0,6;0,75;0,25;1;0,666666666666667;0
0,6;0,75;0,25;1;1;0
0,6;0,75;0,5;0,1;0,466666666666667;0,6875
0,6;0,75;0,5;0,1;0,533333333333333;0,625
0,6;0,75;0,5;0,1;0,566666666666667;0,625
0,6;0,75;0,5;0,1;0,6;0,5
0,6;0,75;0,5;0,1;0,633333333333333;0,5625
0,6;0,75;0,5;0,1;0,666666666666667;0,5625
0,6;0,75;0,5;0,1;1;0,1875
0,6;0,75;0,5;0,6;0,466666666666667;0,0625
0,6;0,75;0,5;0,6;0,533333333333333;0
0,6;0,75;0,5;0,6;0,566666666666667;0
0,6;0,75;0,5;0,6;0,6;0
0,6;0,75;0,5;0,6;0,633333333333333;0
0,6;0,75;0,5;0,6;0,666666666666667;0
0,6;0,75;0,5;0,6;1;0
0,6;0,75;0,5;1;0,466666666666667;0,0625
0,6;0,75;0,5;1;0,533333333333333;0
0,6;0,75;0,5;1;0,566666666666667;0
0,6;0,75;0,5;1;0,6;0
0,6;0,75;0,5;1;0,633333333333333;0
0,6;0,75;0,5;1;0,666666666666667;0
0,6;0,75;0,5;1;1;0
0,6;0,75;0,75;0,6;0,466666666666667;0,125
0,6;0,75;0,75;0,6;0,533333333333333;0,0625
0,6;0,75;0,75;0,6;0,566666666666667;0
0,6;0,75;0,75;0,6;0,6;0
0,6;0,75;0,75;0,6;0,633333333333333;0
0,6;0,75;0,75;0,6;0,666666666666667;0
0,6;0,75;0,75;0,6;1;0
0,6;0,75;0,75;1;0,466666666666667;0,0625
0,6;0,75;0,75;1;0,533333333333333;0
0,6;0,75;0,75;1;0,566666666666667;0
0,6;0,75;0,75;1;0,6;0
0,6;0,75;0,75;1;0,633333333333333;0
0,6;0,75;0,75;1;0,666666666666667;0
0,6;0,75;0,75;1;1;0
0,6;0,75;1;0,6;0,466666666666667;0,9375
0,6;0,75;1;0,6;0,533333333333333;0,8125
0,6;0,75;1;0,6;0,566666666666667;0,75
0,6;0,75;1;0,6;0,6;1
0,6;0,75;1;0,6;0,633333333333333;1
0,6;0,75;1;0,6;0,666666666666667;0,866666666666667
0,6;0,75;1;0,6;1;0,733333333333333
0,6;0,75;1;1;0,466666666666667;0,0666666666666667
0,6;0,75;1;1;0,533333333333333;0
0,6;0,75;1;1;0,566666666666667;0
0,6;0,75;1;1;0,6;0
0,6;0,75;1;1;0,633333333333333;0
0,6;0,75;1;1;0,666666666666667;0
0,6;0,75;1;1;1;0
0,6;1;0;0,1;0,466666666666667;0,0666666666666667
0,6;1;0;0,1;0,533333333333333;0
0,6;1;0;0,1;0,566666666666667;0
0,6;1;0;0,1;0,6;0
0,6;1;0;0,1;0,633333333333333;0
0,6;1;0;0,1;0,666666666666667;0
0,6;1;0;0,1;1;0
0,6;1;0;0,6;0,466666666666667;0,0666666666666667
0,6;1;0;0,6;0,533333333333333;0
0,6;1;0;0,6;0,566666666666667;0
0,6;1;0;0,6;0,6;0
0,6;1;0;0,6;0,633333333333333;0
0,6;1;0;0,6;0,666666666666667;0
0,6;1;0;0,6;1;0
0,6;1;0;1;0,466666666666667;0,0666666666666667
0,6;1;0;1;0,533333333333333;0
0,6;1;0;1;0,566666666666667;0
0,6;1;0;1;0,6;0
0,6;1;0;1;0,633333333333333;0
0,6;1;0;1;0,666666666666667;0
0,6;1;0;1;1;0
0,6;1;0,015625;0,1;0,466666666666667;0,0666666666666667
0,6;1;0,015625;0,1;0,533333333333333;0
0,6;1;0,015625;0,1;0,566666666666667;0
0,6;1;0,015625;0,1;0,6;0
0,6;1;0,015625;0,1;0,633333333333333;0
0,6;1;0,015625;0,1;0,666666666666667;0
0,6;1;0,015625;0,1;1;0
0,6;1;0,015625;0,6;0,466666666666667;0,0666666666666667
0,6;1;0,015625;0,6;0,533333333333333;0
0,6;1;0,015625;0,6;0,566666666666667;0
0,6;1;0,015625;0,6;0,6;0
0,6;1;0,015625;0,6;0,633333333333333;0
0,6;1;0,015625;0,6;0,666666666666667;0
0,6;1;0,015625;0,6;1;0
0,6;1;0,015625;1;0,466666666666667;0,0666666666666667
0,6;1;0,015625;1;0,533333333333333;0
0,6;1;0,015625;1;0,566666666666667;0
0,6;1;0,015625;1;0,6;0
0,6;1;0,015625;1;0,633333333333333;0
0,6;1;0,015625;1;0,666666666666667;0
0,6;1;0,015625;1;1;0
0,6;1;0,03125;0,1;0,466666666666667;0,0666666666666667
0,6;1;0,03125;0,1;0,533333333333333;0
0,6;1;0,03125;0,1;0,566666666666667;0
0,6;1;0,03125;0,1;0,6;0
0,6;1;0,03125;0,1;0,633333333333333;0
0,6;1;0,03125;0,1;0,666666666666667;0
0,6;1;0,03125;0,1;1;0
0,6;1;0,03125;0,6;0,466666666666667;0,0666666666666667
0,6;1;0,03125;0,6;0,533333333333333;0
0,6;1;0,03125;0,6;0,566666666666667;0
0,6;1;0,03125;0,6;0,6;0
0,6;1;0,03125;0,6;0,633333333333333;0
0,6;1;0,03125;0,6;0,666666666666667;0
0,6;1;0,03125;0,6;1;0
0,6;1;0,03125;1;0,466666666666667;0,0666666666666667
0,6;1;0,03125;1;0,533333333333333;0
0,6;1;0,03125;1;0,566666666666667;0
0,6;1;0,03125;1;0,6;0
0,6;1;0,03125;1;0,633333333333333;0
0,6;1;0,03125;1;0,666666666666667;0
0,6;1;0,03125;1;1;0
0,6;1;0,0625;0,1;0,466666666666667;0,0666666666666667
0,6;1;0,0625;0,1;0,533333333333333;0
0,6;1;0,0625;0,1;0,566666666666667;0
0,6;1;0,0625;0,1;0,6;0
0,6;1;0,0625;0,1;0,633333333333333;0
0,6;1;0,0625;0,1;0,666666666666667;0
0,6;1;0,0625;0,1;1;0
0,6;1;0,0625;0,6;0,466666666666667;0,0666666666666667
0,6;1;0,0625;0,6;0,533333333333333;0
0,6;1;0,0625;0,6;0,566666666666667;0
0,6;1;0,0625;0,6;0,6;0
0,6;1;0,0625;0,6;0,633333333333333;0
0,6;1;0,0625;0,6;0,666666666666667;0
0,6;1;0,0625;0,6;1;0
0,6;1;0,0625;1;0,466666666666667;0,0666666666666667
0,6;1;0,0625;1;0,533333333333333;0
0,6;1;0,0625;1;0,566666666666667;0
0,6;1;0,0625;1;0,6;0
0,6;1;0,0625;1;0,633333333333333;0
0,6;1;0,0625;1;0,666666666666667;0
0,6;1;0,0625;1;1;0
0,6;1;0,125;0,1;0,466666666666667;0,0666666666666667
0,6;1;0,125;0,1;0,533333333333333;0
0,6;1;0,125;0,1;0,566666666666667;0
0,6;1;0,125;0,1;0,6;0
0,6;1;0,125;0,1;0,633333333333333;0
0,6;1;0,125;0,1;0,666666666666667;0
0,6;1;0,125;0,1;1;0
0,6;1;0,125;0,6;0,466666666666667;0,0666666666666667
0,6;1;0,125;0,6;0,533333333333333;0
0,6;1;0,125;0,6;0,566666666666667;0
0,6;1;0,125;0,6;0,6;0
0,6;1;0,125;0,6;0,633333333333333;0
0,6;1;0,125;0,6;0,666666666666667;0
0,6;1;0,125;0,6;1;0
0,6;1;0,125;1;0,466666666666667;0,0666666666666667
0,6;1;0,125;1;0,533333333333333;0
0,6;1;0,125;1;0,566666666666667;0
0,6;1;0,125;1;0,6;0
0,6;1;0,125;1;0,633333333333333;0
0,6;1;0,125;1;0,666666666666667;0
0,6;1;0,125;1;1;0
0,6;1;0,25;0,1;0,466666666666667;0,0666666666666667
0,6;1;0,25;0,1;0,533333333333333;0
0,6;1;0,25;0,1;0,566666666666667;0
0,6;1;0,25;0,1;0,6;0
0,6;1;0,25;0,1;0,633333333333333;0
0,6;1;0,25;0,1;0,666666666666667;0
0,6;1;0,25;0,1;1;0
0,6;1;0,25;0,6;0,466666666666667;0,0666666666666667
0,6;1;0,25;0,6;0,533333333333333;0
0,6;1;0,25;0,6;0,566666666666667;0
0,6;1;0,25;0,6;0,6;0
0,6;1;0,25;0,6;0,633333333333333;0
0,6;1;0,25;0,6;0,666666666666667;0
0,6;1;0,25;0,6;1;0
0,6;1;0,25;1;0,466666666666667;0,0666666666666667
0,6;1;0,25;1;0,533333333333333;0
0,6;1;0,25;1;0,566666666666667;0
0,6;1;0,25;1;0,6;0
0,6;1;0,25;1;0,633333333333333;0
0,6;1;0,25;1;0,666666666666667;0
0,6;1;0,25;1;1;0
0,6;1;0,5;0,1;0,466666666666667;0,733333333333333
0,6;1;0,5;0,1;0,533333333333333;0,733333333333333
0,6;1;0,5;0,1;0,566666666666667;0,6
0,6;1;0,5;0,1;0,6;0,6
0,6;1;0,5;0,1;0,633333333333333;0,533333333333333
0,6;1;0,5;0,1;0,666666666666667;0,6
0,6;1;0,5;0,1;1;0,333333333333333
0,6;1;0,5;0,6;0,466666666666667;0,0666666666666667
0,6;1;0,5;0,6;0,533333333333333;0
0,6;1;0,5;0,6;0,566666666666667;0
0,6;1;0,5;0,6;0,6;0
0,6;1;0,5;0,6;0,633333333333333;0
0,6;1;0,5;0,6;0,666666666666667;0
0,6;1;0,5;0,6;1;0
0,6;1;0,5;1;0,466666666666667;0,0666666666666667
0,6;1;0,5;1;0,533333333333333;0
0,6;1;0,5;1;0,566666666666667;0
0,6;1;0,5;1;0,6;0
0,6;1;0,5;1;0,633333333333333;0
0,6;1;0,5;1;0,666666666666667;0
0,6;1;0,5;1;1;0
0,6;1;0,75;0,6;0,466666666666667;0,133333333333333
0,6;1;0,75;0,6;0,533333333333333;0,0666666666666667
0,6;1;0,75;0,6;0,566666666666667;0
0,6;1;0,75;0,6;0,6;0
0,6;1;0,75;0,6;0,633333333333333;0
0,6;1;0,75;0,6;0,666666666666667;0
0,6;1;0,75;0,6;1;0
0,6;1;0,75;1;0,466666666666667;0,0666666666666667
0,6;1;0,75;1;0,533333333333333;0
0,6;1;0,75;1;0,566666666666667;0
0,6;1;0,75;1;0,6;0
0,6;1;0,75;1;0,633333333333333;0
0,6;1;0,75;1;0,666666666666667;0
0,6;1;0,75;1;1;0
0,6;1;1;0,6;0,466666666666667;1
0,6;1;1;0,6;0,533333333333333;1
0,6;1;1;0,6;0,566666666666667;0,928571428571428
0,6;1;1;0,6;0,6;1
0,6;1;1;0,6;0,633333333333333;1
0,6;1;1;0,6;0,666666666666667;0,923076923076923
0,6;1;1;0,6;1;1
0,6;1;1;1;0,466666666666667;0,111111111111111
0,6;1;1;1;0,533333333333333;0
0,6;1;1;1;0,566666666666667;0
0,6;1;1;1;0,6;0
0,6;1;1;1;0,633333333333333;0
0,6;1;1;1;0,666666666666667;0
0,6;1;1;1;1;0
1;0,25;0;0,1;0,466666666666667;0,222222222222222
1;0,25;0;0,1;0,533333333333333;0,111111111111111
1;0,25;0;0,1;0,566666666666667;0
1;0,25;0;0,1;0,6;0
1;0,25;0;0,1;0,633333333333333;0
1;0,25;0;0,1;0,666666666666667;0
1;0,25;0;0,1;1;0
1;0,25;0;0,6;0,466666666666667;0,222222222222222
1;0,25;0;0,6;0,533333333333333;0,111111111111111
1;0,25;0;0,6;0,566666666666667;0
1;0,25;0;0,6;0,6;0
1;0,25;0;0,6;0,633333333333333;0
1;0,25;0;0,6;0,666666666666667;0
1;0,25;0;0,6;1;0
1;0,25;0;1;0,466666666666667;0,222222222222222
1;0,25;0;1;0,533333333333333;0,111111111111111
1;0,25;0;1;0,566666666666667;0
1;0,25;0;1;0,6;0
1;0,25;0;1;0,633333333333333;0
1;0,25;0;1;0,666666666666667;0
1;0,25;0;1;1;0
1;0,25;0,015625;0,1;0,466666666666667;0,222222222222222
1;0,25;0,015625;0,1;0,533333333333333;0,111111111111111
1;0,25;0,015625;0,1;0,566666666666667;0
1;0,25;0,015625;0,1;0,6;0
1;0,25;0,015625;0,1;0,633333333333333;0
1;0,25;0,015625;0,1;0,666666666666667;0
1;0,25;0,015625;0,1;1;0
1;0,25;0,015625;0,6;0,466666666666667;0,222222222222222
1;0,25;0,015625;0,6;0,533333333333333;0,111111111111111
