id, movie, segment_length, buffer_size, adaptation, representation, max_br, lr, mlbs, delay, jitter, bandwidth, avg_response_t, avg_throughput, buffer_underrruns, stall_time, initial_delay, total_time
051, stalingrad, 10, 12, False, 2, 0, 0.3, 30, 0, 0, 15000, 4.82806290899, 14296783, 0, 0, 4.71328496933, 71.8843829632
052, need4speed, 2, 16, False, 2, 0, 14.4, 5, 0, 0, 10000, 7.73056933957, 2281454, 14, 170.486754894, 9.18544006348, 241.67427206
053, stalingrad, 6, 4, False, 2, 0, 9.6, 50, 0, 0, 8500, 4.2540954692, 8112909, 0, 0, 4.23051285744, 74.4446699619
054, need4speed, 2, 16, False, 2, 0, 2.4, 30, 0, 0, 15000, 1.1269232227, 14268485, 0, 0, 1.52817392349, 64.7425899506
055, stalingrad, 10, 4, False, 2, 0, 4.8, 50, 0, 0, 9000, 8.03365509851, 8591988, 0, 0, 7.84860491753, 71.8131790161
056, need4speed, 2, 4, False, 2, 0, 0, 5, 0, 0, 8500, 1.98357856658, 8106327, 0, 0, 2.68866896629, 64.68927598
057, need4speed, 2, 4, False, 2, 0, 0.3, 50, 0, 0, 10000, 1.6867450668, 9532460, 0, 0, 2.28929686546, 65.1115276814
058, transformers, 2, 12, False, 2, 0, 19.2, 5, 0, 0, 8500, 19.8116044839, 951289, 15, 517.982269764, 16.3892118931, 589.217656851
059, need4speed, 10, 16, False, 2, 0, 0.3, 5, 0, 0, 9500, 6.86684462428, 9069953, 0, 0, 6.78154993057, 70.7819077969
060, transformers, 10, 16, False, 2, 0, 1.2, 30, 0, 0, 9500, 8.44019699097, 9067075, 0, 0, 8.72898387909, 71.7293260098
061, transformers, 2, 16, False, 2, 0, 9.6, 50, 0, 0, 9500, 1.96960115433, 9060686, 0, 0, 2.00916314125, 62.0097100735
062, stalingrad, 2, 16, False, 2, 0, 0.6, 5, 0, 0, 15000, 1.12873474757, 14274783, 0, 0, 1.12174606323, 62.5487949848
063, transformers, 2, 12, False, 2, 0, 0.6, 5, 0, 0, 9500, 1.97043787638, 9056756, 0, 0, 2.00963997841, 62.0102558136
064, transformers, 10, 12, False, 2, 0, 9.6, 5, 0, 0, 15000, 11.9813513756, 6388262, 1, 16.5042219162, 13.3683271408, 92.873167038
065, need4speed, 10, 4, False, 2, 0, 0.6, 5, 0, 0, 7000, 9.31615149975, 6685162, 1, 11.4671149254, 9.19792199135, 88.0889286995
066, need4speed, 2, 12, False, 2, 0, 0.3, 30, 0, 0, 8500, 1.98341704184, 8106690, 0, 0, 2.6893889904, 64.6897268295
067, need4speed, 6, 12, False, 2, 0, 0.3, 30, 0, 0, 9500, 3.66514865557, 9062975, 0, 0, 4.1032371521, 80.7288372517
068, need4speed, 2, 4, False, 2, 0, 4.8, 50, 0, 0, 15000, 1.12727572841, 14263532, 0, 0, 1.53017091751, 64.7441999912
069, transformers, 2, 12, False, 2, 0, 0, 5, 0, 0, 7000, 2.6715520064, 6679906, 5, 20.3112568855, 2.7222931385, 83.0343980789
070, transformers, 10, 16, False, 2, 0, 4.8, 5, 0, 0, 8000, 10.1125478745, 7557181, 0, 0, 10.3757851124, 73.3762071133
071, transformers, 6, 4, False, 2, 0, 0.3, 30, 0, 0, 10000, 4.01005872658, 9541985, 0, 0, 3.73194694519, 73.7325778008
072, need4speed, 6, 4, False, 2, 0, 0.3, 30, 0, 0, 7000, 4.96934803327, 6684234, 0, 0, 5.54552602768, 80.5458910465
073, stalingrad, 6, 12, False, 2, 0, 1.2, 30, 0, 0, 7000, 5.16395481995, 6683408, 0, 0, 5.13830709457, 75.1387219429
074, need4speed, 10, 4, False, 2, 0, 0, 50, 0, 0, 9500, 6.86762392521, 9068698, 0, 0, 6.77905297279, 75.40715909
075, need4speed, 6, 16, False, 2, 0, 0.6, 30, 0, 0, 9000, 3.86624371211, 8591170, 0, 0, 4.31070494652, 80.7489259243
076, stalingrad, 10, 4, False, 2, 0, 1.2, 30, 0, 0, 15000, 4.82759199824, 14297859, 0, 0, 4.71591997147, 71.8906199932
077, transformers, 10, 4, False, 2, 0, 4.8, 30, 0, 0, 8500, 9.4283579077, 8116978, 0, 0, 9.74902391434, 72.7493989468
078, need4speed, 2, 16, False, 2, 0, 1.2, 5, 0, 0, 8500, 1.98344420618, 8106703, 0, 0, 2.68683695793, 64.687486887
079, stalingrad, 10, 12, False, 2, 0, 4.8, 30, 0, 0, 9500, 7.61322256497, 9066444, 0, 0, 7.43536496162, 70.43572402
080, stalingrad, 2, 12, False, 2, 0, 14.4, 5, 0, 0, 8000, 8.23088476658, 2107014, 14, 176.573060274, 10.4406778812, 247.015416861
081, transformers, 10, 12, False, 2, 0, 4.8, 5, 0, 0, 15000, 5.55162426404, 13773272, 0, 0, 5.5361058712, 70.2546198368
082, transformers, 10, 12, False, 2, 0, 19.2, 50, 0, 0, 8000, 10.8816699641, 7089292, 1, 2.21051001549, 10.9641079903, 73.9646880627
083, need4speed, 10, 16, False, 2, 0, 9.6, 30, 0, 0, 8000, 8.15258473158, 7639286, 0, 0, 8.0459420681, 72.0466301441
084, stalingrad, 10, 4, False, 2, 0, 9.6, 50, 0, 0, 15000, 4.82876563072, 14294558, 0, 0, 4.71537590027, 71.8888158798
085, transformers, 2, 12, False, 2, 0, 19.2, 50, 0, 0, 15000, 1.36766751607, 13163023, 0, 0, 1.31328606606, 62.7863650322
086, stalingrad, 2, 12, False, 2, 0, 9.6, 50, 0, 0, 8000, 2.11128063997, 7631664, 2, 4.30346417427, 2.09806895256, 66.4025518894
087, transformers, 2, 12, False, 2, 0, 19.2, 5, 0, 0, 9500, 24.3091469447, 816525, 15, 653.162968397, 16.1376609802, 725.776561022
088, transformers, 10, 4, False, 2, 0, 0, 50, 0, 0, 9500, 8.44013128962, 9067232, 0, 0, 8.73111200333, 71.7314538956
089, stalingrad, 2, 4, False, 2, 0, 0.6, 5, 0, 0, 8000, 2.11123838425, 7631760, 2, 4.30555391312, 2.09777116776, 66.4037511349
090, transformers, 2, 16, False, 2, 0, 14.4, 5, 0, 0, 9500, 8.78026972612, 2203175, 14, 198.16951561, 7.26194119453, 265.433626175
091, need4speed, 10, 12, False, 2, 0, 19.2, 5, 0, 0, 8500, 73.0338371992, 874829, 4, 450.519675255, 69.7553749084, 571.96867609
092, transformers, 2, 4, False, 2, 0, 14.4, 50, 0, 0, 9000, 2.07895518144, 8584080, 1, 4.17252779007, 2.11996006966, 66.293377161
093, stalingrad, 6, 16, False, 2, 0, 4.8, 30, 0, 0, 8000, 4.51888779231, 7637319, 0, 0, 4.49396896362, 74.4943809509
094, stalingrad, 6, 16, False, 2, 0, 0, 5, 0, 0, 9000, 4.01844506604, 8588663, 0, 0, 3.9996740818, 74.0004389286
095, transformers, 2, 4, False, 2, 0, 9.6, 50, 0, 0, 8500, 2.20081496239, 8108226, 2, 7.10288715363, 2.24405503273, 69.3473761082
096, stalingrad, 6, 16, False, 2, 0, 0.6, 50, 0, 0, 9500, 3.80650746822, 9066985, 0, 0, 3.78534603119, 74.5025010109
097, need4speed, 2, 12, False, 2, 0, 0, 50, 0, 0, 9500, 1.77543948543, 9056416, 0, 0, 2.40924787521, 64.4099478722
098, need4speed, 6, 12, False, 2, 0, 14.4, 50, 0, 0, 15000, 2.32436062495, 14291255, 0, 0, 2.59517407417, 80.4580740929
099, transformers, 10, 12, False, 2, 0, 14.4, 50, 0, 0, 8000, 10.0185270991, 7638655, 0, 0, 10.3629930019, 73.3633348942
1000, need4speed, 2, 4, False, 2, 0, 0.6, 5, 0, 0, 9500, 1.77542811055, 9056666, 0, 0, 2.40768194199, 65.1672070026
1001, stalingrad, 6, 4, False, 2, 0, 0, 5, 0, 0, 9500, 3.80806108883, 9063101, 0, 0, 3.79007101059, 74.5069179535
1002, need4speed, 6, 12, False, 2, 0, 1.2, 50, 0, 0, 8500, 4.09396840731, 8113429, 0, 0, 4.56440210342, 80.7940552235
1003, transformers, 2, 16, False, 2, 0, 1.2, 30, 0, 0, 9500, 1.97039198875, 9056687, 0, 0, 2.00918602943, 62.0097968578
1004, transformers, 10, 12, False, 2, 0, 0.6, 5, 0, 0, 15000, 5.35238276209, 14298856, 0, 0, 5.53522586823, 70.2511589527
1005, need4speed, 6, 16, False, 2, 0, 9.6, 5, 0, 0, 9500, 6.67290360133, 5127555, 3, 16.5905790329, 8.51176190376, 99.7031807899
1006, need4speed, 2, 4, False, 2, 0, 0, 50, 0, 0, 9000, 1.87326186703, 8583544, 0, 0, 2.54254007339, 65.2339920998
1007, need4speed, 2, 16, False, 2, 0, 1.2, 5, 0, 0, 9000, 1.87345685497, 8582754, 0, 0, 2.54236698151, 64.542953968
1008, need4speed, 10, 4, False, 2, 0, 4.8, 30, 0, 0, 15000, 4.35395750403, 14304060, 0, 0, 4.29610800743, 74.1606850624
1009, stalingrad, 10, 12, False, 2, 0, 0.3, 50, 0, 0, 9000, 8.03464238984, 8590954, 0, 0, 7.84815216064, 70.8485143185
100, need4speed, 10, 4, False, 2, 0, 19.2, 5, 0, 0, 9000, 70.6226442456, 900981, 4, 441.395123005, 59.5911071301, 545.160152197
1010, stalingrad, 10, 16, False, 2, 0, 2.4, 5, 0, 0, 15000, 4.82644012996, 14301778, 0, 0, 4.71350502968, 71.8929400444
1011, stalingrad, 2, 16, False, 2, 0, 19.2, 30, 0, 0, 15000, 4.27458245754, 4284587, 11, 64.0224280357, 4.23847794533, 127.591861963
1012, stalingrad, 2, 16, False, 2, 0, 0, 5, 0, 0, 9000, 1.87744043668, 8582071, 0, 0, 1.86566400528, 61.8662309647
1013, transformers, 10, 16, False, 2, 0, 0, 50, 0, 0, 8000, 10.0208347866, 7637232, 0, 0, 10.3635220528, 73.3638732433
1014, need4speed, 2, 4, False, 2, 0, 0.6, 30, 0, 0, 10000, 1.68703697574, 9531254, 0, 0, 2.28964686394, 65.111440897
1015, transformers, 2, 12, False, 2, 0, 14.4, 30, 0, 0, 9000, 2.36088974476, 8000685, 3, 11.9908528328, 2.12285113335, 74.1147589684
1016, stalingrad, 10, 12, False, 2, 0, 19.2, 30, 0, 0, 8500, 18.3663426467, 3887598, 2, 51.586140871, 15.3224470615, 129.909135103
1017, stalingrad, 2, 12, False, 2, 0, 0.6, 30, 0, 0, 9500, 1.77856961886, 9059037, 0, 0, 1.76787209511, 61.7684981823
1018, transformers, 10, 12, False, 2, 0, 0, 30, 0, 0, 15000, 5.3521604538, 14299253, 0, 0, 5.53867197037, 70.2570838928
1019, transformers, 10, 4, False, 2, 0, 14.4, 5, 0, 0, 9500, 41.0239174025, 1869434, 3, 196.744014025, 36.4268472195, 296.171593189
101, transformers, 6, 12, False, 2, 0, 4.8, 50, 0, 0, 7000, 5.72532917772, 6683658, 1, 9.83225703239, 5.33008599281, 85.1630179882
1020, transformers, 6, 12, False, 2, 0, 0, 50, 0, 0, 9000, 4.4544851269, 8590411, 0, 0, 4.14338421822, 74.143758297
1021, transformers, 6, 12, False, 2, 0, 4.8, 50, 0, 0, 9500, 4.22097432613, 9065450, 0, 0, 3.93081617355, 73.9314651489
1022, need4speed, 6, 12, False, 2, 0, 14.4, 50, 0, 0, 8500, 4.09434172312, 8112756, 0, 0, 4.56888699532, 80.7962179184
1023, stalingrad, 10, 16, False, 2, 0, 0.6, 30, 0, 0, 9000, 8.03517246246, 8590396, 0, 0, 7.84457397461, 70.844935894
1024, transformers, 2, 12, False, 2, 0, 19.2, 30, 0, 0, 9000, 5.34433620771, 3970397, 12, 97.4638128281, 5.19228315353, 162.657166004
1025, stalingrad, 10, 12, False, 2, 0, 4.8, 5, 0, 0, 8000, 9.0386635576, 7636737, 0, 0, 8.82550692558, 71.8258829117
1026, stalingrad, 2, 16, False, 2, 0, 14.4, 5, 0, 0, 9000, 8.51962139606, 2016400, 15, 188.790594101, 6.82332897186, 254.608025074
1027, need4speed, 10, 16, False, 2, 0, 0.6, 50, 0, 0, 9500, 6.86732679605, 9068858, 0, 0, 6.7822868824, 70.78292799
1028, need4speed, 6, 16, False, 2, 0, 14.4, 30, 0, 0, 7000, 5.15172506968, 6454835, 0, 0, 5.94480514526, 80.9455320835
1029, stalingrad, 6, 12, False, 2, 0, 9.6, 50, 0, 0, 9000, 4.0184237957, 8588742, 0, 0, 3.99554491043, 73.9962458611
102, transformers, 6, 12, False, 2, 0, 0, 5, 0, 0, 9500, 4.22083371026, 9066069, 0, 0, 3.9292178154, 73.9298548698
1030, stalingrad, 10, 12, False, 2, 0, 14.4, 50, 0, 0, 9500, 7.61280001913, 9067023, 0, 0, 7.43541097641, 70.4357831478
1031, transformers, 10, 4, False, 2, 0, 2.4, 50, 0, 0, 8500, 9.43098783493, 8114774, 0, 0, 9.75269389153, 72.7530488968
1032, transformers, 2, 12, False, 2, 0, 0.6, 30, 0, 0, 7000, 2.6715075016, 6679799, 5, 20.3092312813, 2.72387695312, 83.0335230827
1033, stalingrad, 10, 12, False, 2, 0, 4.8, 30, 0, 0, 7000, 10.3253388745, 6685051, 0, 0, 10.0838241577, 73.0841822624
1034, transformers, 2, 16, False, 2, 0, 19.2, 5, 0, 0, 10000, 20.0435079575, 940461, 15, 521.088063478, 20.2439210415, 595.260296106
1035, transformers, 6, 12, False, 2, 0, 0, 5, 0, 0, 9000, 4.45569685527, 8587968, 0, 0, 4.14720392227, 74.1479318142
1036, stalingrad, 6, 12, False, 2, 0, 2.4, 50, 0, 0, 7000, 5.16480089937, 6682335, 0, 0, 5.13966417313, 75.1401622295
1037, transformers, 2, 16, False, 2, 0, 14.4, 30, 0, 0, 9000, 2.26704959075, 8048582, 2, 7.97777414322, 3.32121181488, 71.2994568348
1038, transformers, 2, 12, False, 2, 0, 19.2, 50, 0, 0, 9000, 2.08747682571, 8534722, 1, 3.78992700577, 2.12056708336, 65.9108920097
1039, need4speed, 6, 16, False, 2, 0, 14.4, 5, 0, 0, 9000, 16.6727114201, 2028869, 7, 159.188539743, 20.9129869938, 255.102324009
103, need4speed, 6, 12, False, 2, 0, 4.8, 30, 0, 0, 9500, 3.66390337944, 9065817, 0, 0, 4.08534002304, 80.7107169628
1040, need4speed, 10, 16, False, 2, 0, 19.2, 50, 0, 0, 10000, 6.70860981941, 9310939, 0, 0, 6.64286398888, 75.4403238297
1041, transformers, 10, 16, False, 2, 0, 9.6, 30, 0, 0, 9500, 8.44261346545, 9065763, 0, 0, 8.73353004456, 71.7338979244
1042, transformers, 10, 12, False, 2, 0, 0, 5, 0, 0, 7000, 11.4478280204, 6685097, 1, 5.29844498634, 11.8396341801, 74.8402481079
1043, transformers, 2, 12, False, 2, 0, 0, 30, 0, 0, 9000, 2.07949811618, 8581490, 1, 3.55213999748, 2.1199491024, 65.6726090908
1044, need4speed, 2, 4, False, 2, 0, 0.6, 50, 0, 0, 7000, 2.40752445498, 6678743, 4, 11.387919426, 3.2655479908, 76.6544508934
1045, stalingrad, 2, 4, False, 2, 0, 14.4, 50, 0, 0, 9500, 1.8453829368, 8778428, 0, 0, 1.76787996292, 61.7685780525
1046, stalingrad, 10, 16, False, 2, 0, 9.6, 50, 0, 0, 9000, 8.03451469966, 8591116, 0, 0, 7.8452000618, 70.8455579281
1047, transformers, 6, 4, False, 2, 0, 19.2, 50, 0, 0, 15000, 2.909751841, 13146203, 0, 0, 2.49493002892, 73.7499320507
1048, stalingrad, 10, 12, False, 2, 0, 0, 50, 0, 0, 9000, 8.0350025722, 8590556, 0, 0, 7.84893488884, 70.8492968082
1049, need4speed, 10, 12, False, 2, 0, 0.6, 50, 0, 0, 8500, 7.67403864861, 8115972, 0, 0, 7.5747821331, 71.5754170418
104, transformers, 10, 12, False, 2, 0, 14.4, 50, 0, 0, 9000, 8.90654560498, 8592353, 0, 0, 9.20953822136, 72.2098760605
1050, need4speed, 10, 4, False, 2, 0, 0, 50, 0, 0, 10000, 6.52539372444, 9544226, 0, 0, 6.44358086586, 75.2403316498
1051, need4speed, 10, 4, False, 2, 0, 9.6, 50, 0, 0, 9000, 7.24834382534, 8592575, 0, 0, 7.15789699554, 75.6009781361
1052, transformers, 2, 12, False, 2, 0, 2.4, 5, 0, 0, 8000, 2.33827503522, 7631976, 3, 10.7920000553, 2.38502192497, 73.1773679256
1053, transformers, 6, 4, False, 2, 0, 0.6, 5, 0, 0, 8000, 5.01007165228, 7637831, 1, 7.17332601547, 4.66071200371, 81.8346488476
1054, need4speed, 6, 4, False, 2, 0, 19.2, 30, 0, 0, 8000, 7.91670495669, 4365706, 4, 38.3031210899, 7.66056609154, 120.964954138
1055, need4speed, 10, 12, False, 2, 0, 1.2, 30, 0, 0, 8000, 8.1534409821, 7638522, 0, 0, 8.04632306099, 72.0470130444
1056, stalingrad, 2, 12, False, 2, 0, 14.4, 5, 0, 0, 15000, 7.64629707336, 2224611, 14, 161.420166731, 8.44935107231, 229.871580839
1057, need4speed, 6, 4, False, 2, 0, 0, 5, 0, 0, 9500, 3.66498608589, 9063088, 0, 0, 4.08872795105, 80.7135999203
1058, need4speed, 6, 16, False, 2, 0, 1.2, 50, 0, 0, 9000, 3.86725519498, 8589208, 0, 0, 4.31463313103, 80.7519769669
1059, stalingrad, 2, 4, False, 2, 0, 19.2, 50, 0, 0, 9500, 1.86685343583, 8710375, 0, 0, 2.64275312424, 63.7404301167
105, transformers, 2, 12, False, 2, 0, 2.4, 5, 0, 0, 7000, 2.6714490811, 6679932, 5, 20.3080174923, 2.72300195694, 83.0318109989
1060, need4speed, 6, 16, False, 2, 0, 4.8, 5, 0, 0, 7000, 5.04989247322, 6588032, 0, 0, 5.5452580452, 80.5456180573
1061, stalingrad, 6, 4, False, 2, 0, 19.2, 50, 0, 0, 8500, 4.4314153535, 7791006, 0, 0, 4.85327982903, 75.0668787956
1062, need4speed, 2, 4, False, 2, 0, 1.2, 30, 0, 0, 15000, 1.12688757527, 14268401, 0, 0, 1.52767801285, 64.7420339584
1063, transformers, 6, 16, False, 2, 0, 2.4, 50, 0, 0, 15000, 2.67659994534, 14296703, 0, 0, 2.4927740097, 74.6670210361
1064, transformers, 2, 16, False, 2, 0, 19.2, 50, 0, 0, 8500, 2.26359988054, 7900924, 2, 7.3971850872, 2.24119591713, 69.6395299435
1065, need4speed, 6, 16, False, 2, 0, 4.8, 30, 0, 0, 10000, 3.48112867673, 9541781, 0, 0, 3.88306713104, 80.6791670322
1066, transformers, 10, 12, False, 2, 0, 1.2, 50, 0, 0, 10000, 8.01878043583, 9543473, 0, 0, 8.29087400436, 71.2912199497
1067, need4speed, 6, 4, False, 2, 0, 1.2, 5, 0, 0, 8500, 4.09386216799, 8113812, 0, 0, 4.5664730072, 80.7943389416
1068, transformers, 10, 16, False, 2, 0, 2.4, 30, 0, 0, 8500, 9.42991382735, 8115292, 0, 0, 9.75214505196, 72.7524900436
1069, transformers, 10, 12, False, 2, 0, 0.3, 5, 0, 0, 10000, 8.01873258182, 9543425, 0, 0, 8.29377698898, 71.2941348553
106, stalingrad, 6, 4, False, 2, 0, 14.4, 30, 0, 0, 10000, 4.02840249879, 8648745, 0, 0, 3.81814002991, 74.7489800453
1070, need4speed, 10, 4, False, 2, 0, 2.4, 30, 0, 0, 15000, 4.35395500064, 14304852, 0, 0, 4.29789495468, 74.1639237404
1071, transformers, 2, 16, False, 2, 0, 14.4, 50, 0, 0, 15000, 1.2830684185, 14018358, 0, 0, 1.27554607391, 62.7489058971
1072, need4speed, 6, 4, False, 2, 0, 9.6, 30, 0, 0, 10000, 3.55032087962, 9410819, 0, 0, 3.88395285606, 80.680013895
1073, transformers, 10, 4, False, 2, 0, 2.4, 5, 0, 0, 7000, 11.4487083299, 6684706, 1, 5.30656504631, 11.8373918533, 74.8379778862
1074, stalingrad, 10, 4, False, 2, 0, 2.4, 5, 0, 0, 8500, 8.50764083862, 8113411, 0, 0, 8.30985307693, 71.7954580784
1075, need4speed, 6, 12, False, 2, 0, 19.2, 50, 0, 0, 10000, 3.72215771675, 9136310, 0, 0, 3.92855787277, 80.7211239338
1076, transformers, 2, 12, False, 2, 0, 0, 5, 0, 0, 15000, 1.25035468737, 14272673, 0, 0, 1.27659606934, 62.7496602535
1077, need4speed, 2, 12, False, 2, 0, 1.2, 30, 0, 0, 8000, 2.10764255831, 7629121, 1, 2.13299798965, 2.85840702057, 66.9919118881
