id, movie, segment_length, buffer_size, adaptation, representation, max_br, lr, mlbs, delay, jitter, bandwidth, avg_response_t, avg_throughput, buffer_underrruns, stall_time, initial_delay, total_time
658, transformers, 6, 12, False, 2, 0, 0, 65, 0, 0, 7000, 2.66885337035, 6687862, 5, 20.2413911819, 2.72055697441, 82.9630720615
659, transformers, 2, 12, False, 2, 0, 4.8, 50, 0, 0, 8000, 2.33495543003, 7641844, 3, 10.6885604858, 2.38308382034, 73.072142601
660, transformers, 2, 2, False, 2, 0, 1.2, 65, 0, 0, 9000, 2.07646684647, 8594984, 2, 7.17042827606, 2.1192278862, 70.4107861519
661, transformers, 6, 12, False, 2, 0, 4.8, 5, 0, 0, 7000, 2.75589594841, 6530829, 5, 22.8447136879, 2.72156000137, 85.5680048466
662, transformers, 10, 4, False, 2, 0, 14.4, 50, 0, 0, 9000, 2.08401020368, 8554114, 1, 4.31634688377, 2.11896419525, 66.4358592033
663, transformers, 10, 12, False, 2, 0, 14.4, 5, 0, 0, 10000, 12.0823818048, 1619969, 14, 295.773715734, 8.50251412392, 364.278734922
664, transformers, 2, 8, False, 2, 0, 1.2, 5, 0, 0, 7000, 2.66952288946, 6685662, 5, 20.2611918449, 2.71245098114, 82.9748408794
665, transformers, 6, 4, False, 2, 0, 0.6, 50, 0, 0, 8000, 2.33582707246, 7641327, 3, 10.7255079746, 2.38105988503, 73.1075849533
666, transformers, 6, 8, False, 2, 0, 2.4, 65, 0, 0, 7000, 2.66816477776, 6688607, 5, 20.2214753628, 2.7160859108, 82.9383859634
667, transformers, 2, 2, False, 2, 0, 0.3, 50, 0, 0, 9000, 2.07622790337, 8595057, 2, 7.16205596924, 2.11972308159, 70.4025170803
668, transformers, 2, 8, False, 2, 0, 4.8, 65, 0, 0, 8000, 2.3361228625, 7639681, 3, 10.731310606, 2.38468194008, 73.1166226864
669, transformers, 6, 4, False, 2, 0, 0.6, 5, 0, 0, 7000, 2.66925602754, 6686114, 5, 20.2464671135, 2.72125601768, 82.9685502052
670, transformers, 10, 2, False, 2, 0, 0.6, 65, 0, 0, 10000, 1.86861035029, 9551903, 1, 4.71628403664, 1.90527176857, 67.8322446346
671, transformers, 2, 8, False, 2, 0, 0.3, 65, 0, 0, 9000, 2.07649213473, 8594530, 1, 3.46806907654, 2.11782193184, 65.5863919258
672, transformers, 2, 2, False, 2, 0, 14.4, 50, 0, 0, 7000, 2.70310250918, 6604262, 6, 22.0000135899, 2.72242283821, 85.5939779282
673, transformers, 10, 8, False, 2, 0, 9.6, 50, 0, 0, 9000, 2.07717669805, 8591576, 1, 3.48470282555, 2.1166062355, 65.6023170948
674, transformers, 6, 8, False, 2, 0, 14.4, 65, 0, 0, 10000, 1.87005825837, 9542745, 0, 0, 1.90664291382, 61.9071838856
675, transformers, 2, 2, False, 2, 0, 0.3, 5, 0, 0, 9000, 2.08086345196, 8578083, 2, 7.19055294991, 2.23045396805, 70.5485727787
676, transformers, 6, 4, False, 2, 0, 2.4, 5, 0, 0, 9000, 2.07888356845, 8582892, 1, 4.13000869751, 2.11961317062, 66.2499582767
677, transformers, 2, 2, False, 2, 0, 0.6, 50, 0, 0, 7000, 2.66918632189, 6686697, 5, 20.8491153717, 2.72210597992, 84.4434747696
678, transformers, 2, 4, False, 2, 0, 4.8, 5, 0, 0, 9000, 2.12084753513, 8431854, 1, 4.78243398666, 2.11645412445, 66.8996829987
679, transformers, 6, 2, False, 2, 0, 2.4, 65, 0, 0, 9000, 2.07673467795, 8594446, 2, 7.1932952404, 2.1163790226, 70.434363842
680, transformers, 10, 8, False, 2, 0, 0.6, 65, 0, 0, 7000, 2.6688759009, 6687099, 5, 20.2385969162, 2.72059607506, 82.9594721794
681, transformers, 10, 8, False, 2, 0, 2.4, 5, 0, 0, 8000, 2.33640589714, 7638943, 3, 10.7391152382, 2.38382077217, 73.1233379841
682, transformers, 10, 8, False, 2, 0, 4.8, 65, 0, 0, 8000, 2.33546485901, 7641210, 3, 10.7134380341, 2.38000512123, 73.094148159
683, transformers, 2, 8, False, 2, 0, 9.6, 65, 0, 0, 7000, 2.66827065945, 6688343, 5, 20.219288826, 2.71707105637, 82.9372091293
684, transformers, 10, 2, False, 2, 0, 0.3, 5, 0, 0, 10000, 1.8693057696, 9547543, 1, 4.72947692871, 1.90726995468, 67.8480169773
685, transformers, 6, 8, False, 2, 0, 14.4, 5, 0, 0, 15000, 11.7198897044, 1608655, 14, 283.106749773, 10.515403986, 353.624325037
686, transformers, 10, 4, False, 2, 0, 0.6, 50, 0, 0, 8000, 2.33532616297, 7642118, 3, 10.7065749168, 2.38329410553, 73.0903270245
687, transformers, 2, 12, False, 2, 0, 1.2, 5, 0, 0, 7000, 2.66910715898, 6685442, 5, 20.232858181, 2.72233700752, 82.9556410313
688, transformers, 10, 4, False, 2, 0, 14.4, 50, 0, 0, 8000, 2.37739496231, 7526678, 3, 11.6351997852, 2.38551497459, 74.0212790966
689, transformers, 6, 4, False, 2, 0, 9.6, 50, 0, 0, 8000, 2.33630350431, 7639571, 3, 10.7429289818, 2.38006210327, 73.123816967
690, transformers, 10, 4, False, 2, 0, 14.4, 65, 0, 0, 15000, 1.24842390219, 14296469, 0, 0, 1.27628183365, 62.7542557716
691, transformers, 6, 8, False, 2, 0, 0, 5, 0, 0, 7000, 2.66850131353, 6688154, 5, 20.23320508, 2.71710681915, 82.950948
692, transformers, 2, 4, False, 2, 0, 4.8, 50, 0, 0, 10000, 1.86877465248, 9551150, 1, 3.36788225174, 1.90268182755, 65.2709138393
693, transformers, 2, 4, False, 2, 0, 0.3, 65, 0, 0, 7000, 2.66897338231, 6687389, 5, 20.2401897907, 2.72224998474, 82.9638979435
694, transformers, 10, 8, False, 2, 0, 0, 65, 0, 0, 15000, 1.2480483373, 14300563, 0, 0, 1.2736492157, 62.7488973141
695, transformers, 6, 8, False, 2, 0, 0.3, 65, 0, 0, 7000, 2.66885863145, 6686883, 5, 20.2343847752, 2.71951603889, 82.9552688599
696, transformers, 6, 2, False, 2, 0, 0.6, 50, 0, 0, 9000, 2.0764080445, 8594849, 2, 7.17235016823, 2.11950111389, 70.4147791862
697, transformers, 6, 12, False, 2, 0, 0, 65, 0, 0, 10000, 1.86921498775, 9547954, 0, 0, 1.90690302849, 61.907430172
698, transformers, 2, 12, False, 2, 0, 0.6, 50, 0, 0, 7000, 2.66862037977, 6687191, 5, 20.2243711948, 2.72132706642, 82.9472949505
699, transformers, 6, 8, False, 2, 0, 0.3, 5, 0, 0, 10000, 1.86892739137, 9548623, 0, 0, 1.90542006493, 61.9057888985
700, transformers, 10, 4, False, 2, 0, 19.2, 5, 0, 0, 9000, 26.479626441, 693141, 15, 704.938081264, 29.4764688015, 789.215483904
701, transformers, 2, 8, False, 2, 0, 2.4, 65, 0, 0, 9000, 2.0789456288, 8586381, 1, 3.5426659584, 2.11597585678, 65.659389019
