5, 1.25, 15000, 0.14634146341463414, 0.47560975609756095, 0.32926829268292684, 0.036585365853658534, 0.012195121951219513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.5, 1, 9000, 0.0, 0.0, 0.0, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.5, 1.25, 9000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37037037037037035, 0.4444444444444444, 0.18518518518518517, 0.0, 0.0, 0.0
15, 1.25, 15000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4155844155844156, 0.5844155844155844
12.5, 1.25, 6000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6555555555555556, 0.34444444444444444
0, 1.25, 10000, 0.6164383561643836, 0.3835616438356164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.5, 1, 8000, 0.0, 0.0, 0.0, 0.16049382716049382, 0.7777777777777778, 0.06172839506172839, 0.0, 0.0, 0.0, 0.0, 0.0
7.5, 1.5, 15000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012048192771084338, 0.27710843373493976, 0.5301204819277109, 0.1566265060240964, 0.024096385542168676, 0.0
0, 1, 15000, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
12.5, 1.25, 15000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.075, 0.8125, 0.1125
7.5, 1.5, 8000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10714285714285714, 0.6309523809523809, 0.23809523809523808, 0.023809523809523808, 0.0
10, 1, 15000, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.7857142857142857, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0
12.5, 1.5, 10000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4166666666666667, 0.5833333333333334
1, 1, 10000, 0.6136363636363636, 0.38636363636363635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10, 1, 6000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.9555555555555556, 0.022222222222222223, 0.0, 0.0
0, 1.5, 10000, 0.5697674418604651, 0.43023255813953487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
