10, 1, 15000, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.7857142857142857, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0
12.5, 1.5, 10000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4166666666666667, 0.5833333333333334
1, 1, 10000, 0.6136363636363636, 0.38636363636363635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10, 1, 6000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.9555555555555556, 0.022222222222222223, 0.0, 0.0
0, 1.5, 10000, 0.5697674418604651, 0.43023255813953487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0, 1.5, 15000, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1, 1.5, 9000, 0.6, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.5, 1.25, 8000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1590909090909091, 0.5795454545454546, 0.26136363636363635, 0.0, 0.0, 0.0
10, 1, 9000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12987012987012986, 0.7012987012987013, 0.16883116883116883, 0.0, 0.0, 0.0
5, 1.5, 15000, 0.0, 0.024691358024691357, 0.20987654320987653, 0.4691358024691358, 0.25925925925925924, 0.037037037037037035, 0.0, 0.0, 0.0, 0.0, 0.0
1, 1, 15000, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
