--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Starting time:	16710.0.0 20:49:41
Customer ID:	50
User ID:	501
Controller ID:	10001
Service ID:	1
Service Mapping ID Addr:	167774732
Service Mapping ID Port:	8177
Caller Mapping ID Addr:	167774731
Caller Mapping ID Port:	40913
Secondary Service Mapping ID Addr:	167774732
Secondary Service Mapping ID Port:	8177
Measurement ID:	2
Measurement start time:	1443818987.742161

Description:	test measurement

Meas. time [s]	 Timestamp [s]	 Ctrl pk num	True Avg.Per. [ms]	Tot. Pcap Drops If [pkts]	Tot. Pcap Drops Pcap [pkts]	Latitude	Longitude	Altitude	UL Pkt loss	UL Total Pkt loss	UL Load [kb/s]	UL Load [pkts/s]	UL Total pkts	UL Avg.Pkt.Size [B]	UL Delay samples	UL delay [ms]	UL jitter (MA) [ms]	UL jitter (abs.) [ms]	UL GQoSM	UL PSQA	UL Conn. break dur. [s]	UL Conn. break length [pkts]	UL Conn. break count	UL Max Conn break [s]	UL Duplicates	UL Sent not found	UL Protocol	 *** DL Pkt loss	DL Total Pkt loss	DL Load [kb/s]	DL Load [pkts/s]	DL Total pkts	DL Avg.Pkt.Size [B]	DL Delay samples	DL delay [ms]	DL jitter (MA) [ms]	DL jitter (abs.) [ms]	DL GQoSM	DL PSQA	DL Conn. break dur. [s]	DL Conn. break length [pkts]	DL Conn. break count	DL Max Conn break [s]	DL Duplicates	DL Sent not found	DL Protocol	
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------****-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1.000000	1443818988.693617	1	1000.000000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.000000	0	0	N/A	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	0.000000	0	0	N/A	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	255	
2.000000	1443818989.693785	2	1000.000000	0	0	N/A	N/A	N/A	N/A	N/A	28.539384	43	43	82	40	0.007000	0.001000	0.002000	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	6	N/A	N/A	433.835871	41	41	1322	38	7.028000	1.242000	1.392000	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	
3.000000	1443818990.694047	3	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	56.982635	94	137	75	97	0.007000	0.001000	0.002000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.183660	0.183660	1138.340403	94	135	1514	96	2.643000	0.498000	0.579000	N/A	N/A	0.002018	1142	8	0.002039	1	0	N/A	
4.000000	1443818991.694307	4	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	73.827326	129	266	71	122	0.007000	0.000000	0.001000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.196570	0.192770	1562.242500	129	264	1514	124	3.528000	0.265000	0.561000	N/A	N/A	0.034910	1000	23	0.201678	1	0	N/A	
5.000000	1443818992.694574	5	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	146.092105	255	521	71	229	0.006000	0.000000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.162328	0.178121	3160.496841	261	525	1514	234	3.649000	0.580000	0.647000	N/A	N/A	0.034124	1000	25	0.203791	1	0	N/A	
6.001000	1443818993.694732	6	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	52.949614	90	611	73	110	0.007000	0.000000	0.001000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.190466	0.181600	1089.815973	90	615	1514	110	3.153000	0.657000	0.714000	N/A	N/A	0.033883	1000	24	0.202358	1	0	N/A	
7.001000	1443818994.695028	7	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	76.367992	132	743	72	82	0.008000	0.001000	0.001000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.144230	0.169713	1634.723960	135	750	1514	81	3.454000	0.600000	0.638000	N/A	N/A	0.028725	1000	30	0.201817	1	0	N/A	
8.001000	1443818995.695128	8	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	66.785180	111	854	75	125	0.006000	0.001000	0.000000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.169805	0.169729	1380.504776	114	864	1514	131	3.828000	0.776000	0.662000	N/A	N/A	0.034942	1000	18	0.201937	1	0	N/A	
9.001000	1443818996.695530	9	1000.000000	0	0	N/A	N/A	N/A	0.000000	0.000000	64.658040	110	964	73	97	0.008000	0.000000	0.001000	N/A	N/A	0.000000	0	0	N/A	0	0	6	0.141499	0.163579	1331.980346	110	974	1514	97	3.018000	0.601000	0.640000	N/A	N/A	0.020978	1000	30	0.201638	1	0	N/A	
